,drug_co,occurs
2463,"('chlorophenylpiperazine', 'clonazepam')",1
2464,"('chlorophenylpiperazine', 'clozapine')",1
2465,"('chlorophenylpiperazine', 'dextromethorphan')",1
2466,"('chlorophenylpiperazine', 'eddp')",1
2467,"('chlorophenylpiperazine', 'ephedrine')",1
2468,"('chlorophenylpiperazine', 'norbuprenorphine')",1
2469,"('chlorophenylpiperazine', 'norclozapine')",1
2470,"('chlorophenylpiperazine', 'nortramadol')",1
2471,"('chlorophenylpiperazine', 'otc_cold_remedies')",1
2472,"('chlorophenylpiperazine', 'oxcarbazepine')",1
2473,"('chlorophenylpiperazine', 'paroxetine')",1
2474,"('chlorophenylpiperazine', 'topiramate')",1
2475,"('chlorophenylpiperazine', 'tramadol')",1
2476,"('chlorophenylpiperazine', 'tramadol_aggregate')",1
2477,"('chlorophenylpiperazine', 'verapamil')",1
2478,"('clonazepam', 'clozapine')",1
2479,"('clonazepam', 'norbuprenorphine')",1
2480,"('clonazepam', 'norclozapine')",1
2481,"('clonazepam', 'norfluoxetine')",1
2482,"('clonazepam', 'nortramadol')",1
2483,"('clonazepam', 'oxcarbazepine')",1
2484,"('clonazepam', 'topiramate')",1
2485,"('clozapine', 'dextromethorphan')",1
2486,"('clozapine', 'eddp')",1
2487,"('clozapine', 'ephedrine')",1
2488,"('clozapine', 'fentanyl')",1
2489,"('clozapine', 'hydrocodone')",1
2490,"('clozapine', 'hydromorphone')",1
2491,"('clozapine', 'norbuprenorphine')",1
2492,"('clozapine', 'norclozapine')",1
2493,"('clozapine', 'norfentanyl')",1
2494,"('clozapine', 'norfluoxetine')",1
2495,"('clozapine', 'nortramadol')",1
2496,"('clozapine', 'otc_cold_remedies')",1
2497,"('clozapine', 'opioids')",1
2498,"('clozapine', 'oxcarbazepine')",1
2499,"('clozapine', 'paroxetine')",1
2500,"('clozapine', 'topiramate')",1
2501,"('clozapine', 'tramadol')",1
2502,"('clozapine', 'tramadol_aggregate')",1
2503,"('clozapine', 'trazodone')",1
2504,"('clozapine', 'verapamil')",1
2505,"('eddp', 'norbuprenorphine')",1
2506,"('ephedrine', 'norbuprenorphine')",1
2507,"('ephedrine', 'nortramadol')",1
2508,"('ephedrine', 'tramadol')",1
2509,"('ephedrine', 'tramadol_aggregate')",1
2510,"('fentanyl', 'norbuprenorphine')",1
2511,"('fentanyl', 'norclozapine')",1
2512,"('fentanyl', 'norfluoxetine')",1
2513,"('fentanyl', 'oxcarbazepine')",1
2514,"('fentanyl', 'topiramate')",1
2515,"('fentanyl', 'trazodone')",1
2516,"('hydrocodone', 'norbuprenorphine')",1
2517,"('hydromorphone', 'norbuprenorphine')",1
2518,"('hydromorphone', 'norclozapine')",1
2519,"('hydromorphone', 'nortramadol')",1
2520,"('norbuprenorphine', 'norclozapine')",1
2521,"('norbuprenorphine', 'norfentanyl')",1
2522,"('norbuprenorphine', 'norfluoxetine')",1
2523,"('norbuprenorphine', 'nortramadol')",1
2524,"('norbuprenorphine', 'oxcarbazepine')",1
2525,"('norbuprenorphine', 'tramadol')",1
2526,"('norbuprenorphine', 'tramadol_aggregate')",1
2527,"('norbuprenorphine', 'trazodone')",1
2528,"('norbuprenorphine', 'verapamil')",1
2529,"('norclozapine', 'norfentanyl')",1
2530,"('norclozapine', 'nortramadol')",1
2531,"('norclozapine', 'oxcarbazepine')",1
2532,"('norclozapine', 'topiramate')",1
2533,"('norclozapine', 'tramadol')",1
2534,"('norclozapine', 'tramadol_aggregate')",1
2535,"('norclozapine', 'trazodone')",1
2536,"('norclozapine', 'verapamil')",1
2537,"('norfentanyl', 'norfluoxetine')",1
2538,"('norfentanyl', 'nortramadol')",1
2539,"('norfentanyl', 'oxcarbazepine')",1
2540,"('norfentanyl', 'topiramate')",1
2541,"('norfentanyl', 'trazodone')",1
2542,"('norfluoxetine', 'oxcarbazepine')",1
2543,"('norfluoxetine', 'topiramate')",1
2544,"('norfluoxetine', 'trazodone')",1
2545,"('norfluoxetine', 'verapamil')",1
2546,"('nortramadol', 'topiramate')",1
2547,"('nortramadol', 'verapamil')",1
2548,"('oxcarbazepine', 'verapamil')",1
2549,"('topiramate', 'verapamil')",1
2550,"('6_mam', 'buprenorphine')",1
2551,"('6_mam', 'norbuprenorphine')",1
2552,"('6_mam', 'normeperidine')",1
2553,"('alcohols', 'normeperidine')",1
2554,"('antihistamines', 'normeperidine')",1
2555,"('buprenorphine', 'codeine')",1
2556,"('buprenorphine', 'diltiazem')",1
2557,"('buprenorphine', 'heroin_from_combo')",1
2558,"('buprenorphine', 'morphine')",1
2559,"('buprenorphine', 'normeperidine')",1
2560,"('carboxy_thc', 'normeperidine')",1
2561,"('cardiovascular', 'normeperidine')",1
2562,"('codeine', 'norbuprenorphine')",1
2563,"('codeine', 'normeperidine')",1
2564,"('diltiazem', 'norbuprenorphine')",1
2565,"('diltiazem', 'normeperidine')",1
2566,"('diphenhydramine', 'normeperidine')",1
2567,"('ethanol', 'normeperidine')",1
2568,"('heroin_from_combo', 'norbuprenorphine')",1
2569,"('heroin_from_combo', 'normeperidine')",1
2570,"('hydroxyzine', 'normeperidine')",1
2571,"('metoprolol', 'normeperidine')",1
2572,"('morphine', 'norbuprenorphine')",1
2573,"('morphine', 'normeperidine')",1
2574,"('norbuprenorphine', 'normeperidine')",1
2575,"('normeperidine', 'opioids')",1
2576,"('normeperidine', 'thc_aggregate')",1
2577,"('6_mam', 'opiates')",1
2578,"('cardiovascular', 'opiates')",1
2579,"('cardiovascular', 'aohalprazolam')",1
2580,"('clonazepam', 'gastrointestionals')",1
2581,"('clonazepam', 'opiates')",1
2582,"('clonazepam', 'promethazine')",1
2583,"('clonazepam', 'aohalprazolam')",1
2584,"('codeine', 'opiates')",1
2585,"('gastrointestionals', 'opiates')",1
2586,"('gastrointestionals', 'verapamil')",1
2587,"('heroin_from_combo', 'opiates')",1
2588,"('nordiazapam', 'opiates')",1
2589,"('nordiazapam', 'aohalprazolam')",1
2590,"('opiates', 'promethazine')",1
2591,"('opiates', 'verapamil')",1
2592,"('promethazine', 'verapamil')",1
2593,"('verapamil', 'aohalprazolam')",1
2594,"('cocaine', 'diphenhydramine')",1
2595,"('diphenhydramine', 'mda')",1
2596,"('antihistamines', 'cocaethylene')",1
2597,"('cocaethylene', 'diltiazem')",1
2598,"('cocaethylene', 'diphenhydramine')",1
2599,"('cocaethylene', 'doxylamine')",1
2600,"('cocaethylene', 'hydroxyzine')",1
2601,"('cocaethylene', 'methamphetamine')",1
2602,"('diltiazem', 'thc_cooh')",1
2603,"('diphenhydramine', 'doxylamine')",1
2604,"('diphenhydramine', 'methamphetamine')",1
2605,"('doxylamine', 'thc_cooh')",1
2606,"('hydroxyzine', 'nordiazapam')",1
2607,"('anticonvulsants', 'hydroxyzine')",1
2608,"('antihistamines', 'levetiracetam')",1
2609,"('antihistamines', 'pseudoephedrine')",1
2610,"('antihistamines', 'topiramate')",1
2611,"('buprenorphine', 'levetiracetam')",1
2612,"('buprenorphine', 'pseudoephedrine')",1
2613,"('buprenorphine', 'thc_cooh')",1
2614,"('carboxy_thc', 'pseudoephedrine')",1
2615,"('carboxy_thc', 'topiramate')",1
2616,"('cardiovascular', 'levetiracetam')",1
2617,"('cardiovascular', 'pseudoephedrine')",1
2618,"('diphenhydramine', 'levetiracetam')",1
2619,"('diphenhydramine', 'paroxetine')",1
2620,"('diphenhydramine', 'pseudoephedrine')",1
2621,"('diphenhydramine', 'thc')",1
2622,"('diphenhydramine', 'topiramate')",1
2623,"('hydroxyzine', 'levetiracetam')",1
2624,"('hydroxyzine', 'pseudoephedrine')",1
2625,"('hydroxyzine', 'topiramate')",1
2626,"('levetiracetam', 'metoprolol')",1
2627,"('levetiracetam', 'norbuprenorphine')",1
2628,"('levetiracetam', 'thc')",1
2629,"('levetiracetam', 'thc_cooh')",1
2630,"('levetiracetam', 'topiramate')",1
2631,"('metoprolol', 'pseudoephedrine')",1
2632,"('metoprolol', 'topiramate')",1
2633,"('norbuprenorphine', 'pseudoephedrine')",1
2634,"('norbuprenorphine', 'thc')",1
2635,"('norbuprenorphine', 'thc_cooh')",1
2636,"('pseudoephedrine', 'thc')",1
2637,"('pseudoephedrine', 'thc_cooh')",1
2638,"('pseudoephedrine', 'topiramate')",1
2639,"('thc', 'topiramate')",1
2640,"('thc_aggregate', 'topiramate')",1
2641,"('thc_cooh', 'topiramate')",1
2642,"('dihydrocodeine', 'oxymorphone')",1
2643,"('alcohols', 'doxepin')",1
2644,"('alcohols', 'methocarbamol')",1
2645,"('alcohols', 'tizanadine')",1
2646,"('alcohols', 'trazodone')",1
2647,"('anticonvulsants', 'methocarbamol')",1
2648,"('anticonvulsants', 'tizanadine')",1
2649,"('antidepressants', 'methocarbamol')",1
2650,"('antidepressants', 'tizanadine')",1
2651,"('benzoylecgonine', 'dextromethorphan')",1
2652,"('benzoylecgonine', 'doxepin')",1
2653,"('benzoylecgonine', 'lamotrigine')",1
2654,"('benzoylecgonine', 'levetiracetam')",1
2655,"('benzoylecgonine', 'methocarbamol')",1
2656,"('benzoylecgonine', 'muscle_relaxants')",1
2657,"('benzoylecgonine', 'otc_cold_remedies')",1
2658,"('benzoylecgonine', 'pseudoephedrine')",1
2659,"('benzoylecgonine', 'tizanadine')",1
2660,"('benzoylecgonine', 'trazodone')",1
2661,"('dextromethorphan', 'lamotrigine')",1
2662,"('dextromethorphan', 'methocarbamol')",1
2663,"('dextromethorphan', 'muscle_relaxants')",1
2664,"('dextromethorphan', 'tizanadine')",1
2665,"('doxepin', 'ethanol')",1
2666,"('doxepin', 'lamotrigine')",1
2667,"('doxepin', 'levetiracetam')",1
2668,"('doxepin', 'methocarbamol')",1
2669,"('doxepin', 'muscle_relaxants')",1
2670,"('doxepin', 'pseudoephedrine')",1
2671,"('doxepin', 'tizanadine')",1
2672,"('eddp', 'lamotrigine')",1
2673,"('eddp', 'methocarbamol')",1
2674,"('eddp', 'muscle_relaxants')",1
2675,"('eddp', 'pseudoephedrine')",1
2676,"('eddp', 'tizanadine')",1
2677,"('ethanol', 'methocarbamol')",1
2678,"('ethanol', 'tizanadine')",1
2679,"('ethanol', 'trazodone')",1
2680,"('lamotrigine', 'levetiracetam')",1
2681,"('lamotrigine', 'methocarbamol')",1
2682,"('lamotrigine', 'muscle_relaxants')",1
2683,"('lamotrigine', 'otc_cold_remedies')",1
2684,"('lamotrigine', 'paroxetine')",1
2685,"('lamotrigine', 'pseudoephedrine')",1
2686,"('lamotrigine', 'tizanadine')",1
2687,"('lamotrigine', 'trazodone')",1
2688,"('levetiracetam', 'methocarbamol')",1
2689,"('levetiracetam', 'muscle_relaxants')",1
2690,"('levetiracetam', 'tizanadine')",1
2691,"('levetiracetam', 'trazodone')",1
2692,"('methocarbamol', 'muscle_relaxants')",1
2693,"('methocarbamol', 'otc_cold_remedies')",1
2694,"('methocarbamol', 'paroxetine')",1
2695,"('methocarbamol', 'pseudoephedrine')",1
2696,"('methocarbamol', 'stimulants')",1
2697,"('methocarbamol', 'tizanadine')",1
2698,"('methocarbamol', 'trazodone')",1
2699,"('muscle_relaxants', 'otc_cold_remedies')",1
2700,"('muscle_relaxants', 'paroxetine')",1
2701,"('muscle_relaxants', 'pseudoephedrine')",1
2702,"('muscle_relaxants', 'tizanadine')",1
2703,"('otc_cold_remedies', 'tizanadine')",1
2704,"('paroxetine', 'tizanadine')",1
2705,"('pseudoephedrine', 'stimulants')",1
2706,"('pseudoephedrine', 'tizanadine')",1
2707,"('pseudoephedrine', 'trazodone')",1
2708,"('stimulants', 'tizanadine')",1
2709,"('tizanadine', 'trazodone')",1
2710,"('alcohols', 'ephedrine')",1
2711,"('alcohols', 'norclozapine')",1
2712,"('alcohols', 'nordoxepin')",1
2713,"('amphetamines', 'nordoxepin')",1
2714,"('anticonvulsants', 'nordoxepin')",1
2715,"('antipsycotics', 'nordoxepin')",1
2716,"('ephedrine', 'ethanol')",1
2717,"('ephedrine', 'nordoxepin')",1
2718,"('ethanol', 'norclozapine')",1
2719,"('ethanol', 'nordoxepin')",1
2720,"('hydrocodone', 'nordoxepin')",1
2721,"('methadone', 'norclozapine')",1
2722,"('methadone', 'nordoxepin')",1
2723,"('methadone', 'norfluoxetine')",1
2724,"('norclozapine', 'nordoxepin')",1
2725,"('nordoxepin', 'norfluoxetine')",1
2726,"('nordoxepin', 'opioids')",1
2727,"('ephedrine', 'oxymorphone')",1
2728,"('barbituates', 'doxepin')",1
2729,"('barbituates', 'morphine')",1
2730,"('barbituates', 'trazodone')",1
2731,"('benzodiazepine', 'pregabalin')",1
2732,"('doxepin', 'nortramadol')",1
2733,"('doxepin', 'opiates')",1
2734,"('doxepin', 'oxcarbazepine')",1
2735,"('doxepin', 'pregabalin')",1
2736,"('doxepin', 'aohalprazolam')",1
2737,"('nortramadol', 'opiates')",1
2738,"('nortramadol', 'pregabalin')",1
2739,"('nortramadol', 'aohalprazolam')",1
2740,"('opiates', 'oxcarbazepine')",1
2741,"('opiates', 'pregabalin')",1
2742,"('opiates', 'tramadol')",1
2743,"('opiates', 'tramadol_aggregate')",1
2744,"('opiates', 'trazodone')",1
2745,"('oxcarbazepine', 'aohalprazolam')",1
2746,"('pregabalin', 'trazodone')",1
2747,"('pregabalin', 'aohalprazolam')",1
2748,"('tramadol', 'aohalprazolam')",1
2749,"('tramadol_aggregate', 'aohalprazolam')",1
2750,"('amlodipine', 'anticonvulsants')",1
2751,"('amlodipine', 'barbituates')",1
2752,"('amlodipine', 'buprenorphine')",1
2753,"('amlodipine', 'dextromethorphan')",1
2754,"('amlodipine', 'fluoxetine')",1
2755,"('amlodipine', 'gabapentin')",1
2756,"('amlodipine', 'hydroxychloroquine')",1
2757,"('amlodipine', 'miscellaneous')",1
2758,"('amlodipine', 'otc_cold_remedies')",1
2759,"('amlodipine', 'oxazepam')",1
2760,"('amlodipine', 'stimulants')",1
2761,"('amlodipine', 'tramadol')",1
2762,"('amlodipine', 'tramadol_aggregate')",1
2763,"('analgesics', 'hydroxychloroquine')",1
2764,"('analgesics', 'oxazepam')",1
2765,"('anticonvulsants', 'hydroxychloroquine')",1
2766,"('antidepressants', 'hydroxychloroquine')",1
2767,"('antipsycotics', 'barbituates')",1
2768,"('antipsycotics', 'fluoxetine')",1
2769,"('antipsycotics', 'gabapentin')",1
2770,"('antipsycotics', 'hydroxychloroquine')",1
2771,"('antipsycotics', 'oxazepam')",1
2772,"('barbituates', 'hydroxychloroquine')",1
2773,"('barbituates', 'lorazepam')",1
2774,"('benzodiazepine', 'hydroxychloroquine')",1
2775,"('buprenorphine', 'gabapentin')",1
2776,"('buprenorphine', 'hydroxychloroquine')",1
2777,"('buprenorphine', 'lorazepam')",1
2778,"('buprenorphine', 'oxazepam')",1
2779,"('dextromethorphan', 'hydroxychloroquine')",1
2780,"('fluoxetine', 'hydroxychloroquine')",1
2781,"('fluoxetine', 'lorazepam')",1
2782,"('gabapentin', 'hydroxychloroquine')",1
2783,"('hydroxychloroquine', 'lorazepam')",1
2784,"('hydroxychloroquine', 'miscellaneous')",1
2785,"('hydroxychloroquine', 'otc_cold_remedies')",1
2786,"('hydroxychloroquine', 'opioids')",1
2787,"('hydroxychloroquine', 'oxazepam')",1
2788,"('hydroxychloroquine', 'stimulants')",1
2789,"('hydroxychloroquine', 'tramadol')",1
2790,"('hydroxychloroquine', 'tramadol_aggregate')",1
2791,"('oxazepam', 'tramadol')",1
2792,"('oxazepam', 'tramadol_aggregate')",1
2793,"('chloropheniramine', 'mda')",1
2794,"('anticonvulsants', 'chlordiazepoxide')",1
2795,"('anticonvulsants', 'delta_9_carboxy_thc')",1
2796,"('anticonvulsants', 'delta_9_thc')",1
2797,"('antidepressants', 'chlordiazepoxide')",1
2798,"('cardiovascular', 'chlordiazepoxide')",1
2799,"('cardiovascular', 'delta_9_carboxy_thc')",1
2800,"('cardiovascular', 'delta_9_thc')",1
2801,"('chlordiazepoxide', 'clonazepam')",1
2802,"('chlordiazepoxide', 'delta_9_carboxy_thc')",1
2803,"('chlordiazepoxide', 'delta_9_thc')",1
2804,"('chlordiazepoxide', 'dextromethorphan')",1
2805,"('chlordiazepoxide', 'eddp')",1
2806,"('chlordiazepoxide', 'otc_cold_remedies')",1
2807,"('chlordiazepoxide', 'paroxetine')",1
2808,"('chlordiazepoxide', 'thc_aggregate')",1
2809,"('chlordiazepoxide', 'tramadol')",1
2810,"('chlordiazepoxide', 'tramadol_aggregate')",1
2811,"('chlordiazepoxide', 'trazodone')",1
2812,"('chlordiazepoxide', 'verapamil')",1
2813,"('clonazepam', 'delta_9_carboxy_thc')",1
2814,"('clonazepam', 'delta_9_thc')",1
2815,"('delta_9_carboxy_thc', 'dextromethorphan')",1
2816,"('delta_9_carboxy_thc', 'tramadol')",1
2817,"('delta_9_carboxy_thc', 'tramadol_aggregate')",1
2818,"('delta_9_carboxy_thc', 'trazodone')",1
2819,"('delta_9_carboxy_thc', 'verapamil')",1
2820,"('delta_9_thc', 'dextromethorphan')",1
2821,"('delta_9_thc', 'otc_cold_remedies')",1
2822,"('delta_9_thc', 'tramadol')",1
2823,"('delta_9_thc', 'tramadol_aggregate')",1
2824,"('delta_9_thc', 'trazodone')",1
2825,"('delta_9_thc', 'verapamil')",1
2826,"('alcohols', 'mdma')",1
2827,"('ethanol', 'mdma')",1
2828,"('mdma', 'sedatives_hypnotics')",1
2829,"('amphetamines', 'aripiprazole')",1
2830,"('amphetamines', 'buspirone')",1
2831,"('amphetamines', 'fluvoxamine')",1
2832,"('amphetamines', 'zonisamide')",1
2833,"('anticonvulsants', 'aripiprazole')",1
2834,"('anticonvulsants', 'buspirone')",1
2835,"('anticonvulsants', 'fluvoxamine')",1
2836,"('anticonvulsants', 'zonisamide')",1
2837,"('antidepressants', 'aripiprazole')",1
2838,"('antidepressants', 'buspirone')",1
2839,"('antidepressants', 'fluvoxamine')",1
2840,"('antidepressants', 'zonisamide')",1
2841,"('antipsycotics', 'aripiprazole')",1
2842,"('antipsycotics', 'buspirone')",1
2843,"('antipsycotics', 'fluvoxamine')",1
2844,"('antipsycotics', 'zonisamide')",1
2845,"('aripiprazole', 'benzodiazepine')",1
2846,"('aripiprazole', 'buspirone')",1
2847,"('aripiprazole', 'dextromethorphan')",1
2848,"('aripiprazole', 'eddp')",1
2849,"('aripiprazole', 'ephedrine')",1
2850,"('aripiprazole', 'fluvoxamine')",1
2851,"('aripiprazole', 'hydrocodone')",1
2852,"('aripiprazole', 'hydromorphone')",1
2853,"('aripiprazole', 'miscellaneous')",1
2854,"('aripiprazole', 'otc_cold_remedies')",1
2855,"('aripiprazole', 'opioids')",1
2856,"('aripiprazole', 'oxcarbazepine')",1
2857,"('aripiprazole', 'topiramate')",1
2858,"('aripiprazole', 'trazodone')",1
2859,"('aripiprazole', 'zonisamide')",1
2860,"('benzodiazepine', 'buspirone')",1
2861,"('benzodiazepine', 'fluvoxamine')",1
2862,"('benzodiazepine', 'zonisamide')",1
2863,"('buspirone', 'dextromethorphan')",1
2864,"('buspirone', 'eddp')",1
2865,"('buspirone', 'ephedrine')",1
2866,"('buspirone', 'fluvoxamine')",1
2867,"('buspirone', 'hydrocodone')",1
2868,"('buspirone', 'hydromorphone')",1
2869,"('buspirone', 'miscellaneous')",1
2870,"('buspirone', 'otc_cold_remedies')",1
2871,"('buspirone', 'opioids')",1
2872,"('buspirone', 'oxcarbazepine')",1
2873,"('buspirone', 'topiramate')",1
2874,"('buspirone', 'trazodone')",1
2875,"('buspirone', 'zonisamide')",1
2876,"('dextromethorphan', 'fluvoxamine')",1
2877,"('dextromethorphan', 'zonisamide')",1
2878,"('eddp', 'fluvoxamine')",1
2879,"('eddp', 'zonisamide')",1
2880,"('ephedrine', 'fluvoxamine')",1
2881,"('ephedrine', 'miscellaneous')",1
2882,"('ephedrine', 'zonisamide')",1
2883,"('fluvoxamine', 'hydrocodone')",1
2884,"('fluvoxamine', 'hydromorphone')",1
2885,"('fluvoxamine', 'miscellaneous')",1
2886,"('fluvoxamine', 'otc_cold_remedies')",1
2887,"('fluvoxamine', 'opioids')",1
2888,"('fluvoxamine', 'oxcarbazepine')",1
2889,"('fluvoxamine', 'topiramate')",1
2890,"('fluvoxamine', 'trazodone')",1
2891,"('fluvoxamine', 'zonisamide')",1
2892,"('hydrocodone', 'zonisamide')",1
2893,"('hydromorphone', 'zonisamide')",1
2894,"('miscellaneous', 'topiramate')",1
2895,"('miscellaneous', 'zonisamide')",1
2896,"('otc_cold_remedies', 'zonisamide')",1
2897,"('opioids', 'zonisamide')",1
2898,"('oxcarbazepine', 'zonisamide')",1
2899,"('topiramate', 'zonisamide')",1
2900,"('trazodone', 'zonisamide')",1
2901,"('clonazepam', 'hydroxyzine')",1
2902,"('hydroxyzine', 'verapamil')",1
2903,"('acetaminophen', 'antihistamines')",1
2904,"('acetaminophen', 'benztropine')",1
2905,"('acetaminophen', 'doxylamine')",1
2906,"('acetaminophen', 'methamphetamine')",1
2907,"('acetaminophen', 'neurologicals')",1
2908,"('acetaminophen', 'nordiazapam')",1
2909,"('acetaminophen', 'sertraline')",1
2910,"('amphetamines', 'benztropine')",1
2911,"('amphetamines', 'neurologicals')",1
2912,"('amphetamines', 'temazepam')",1
2913,"('analgesics', 'doxylamine')",1
2914,"('analgesics', 'methamphetamine')",1
2915,"('antihistamines', 'benztropine')",1
2916,"('antihistamines', 'eddp')",1
2917,"('antihistamines', 'neurologicals')",1
2918,"('benzodiazepine', 'benztropine')",1
2919,"('benzodiazepine', 'neurologicals')",1
2920,"('benzodiazepine', 'sertraline')",1
2921,"('benztropine', 'doxylamine')",1
2922,"('benztropine', 'methamphetamine')",1
2923,"('benztropine', 'nordiazapam')",1
2924,"('benztropine', 'temazepam')",1
2925,"('doxylamine', 'eddp')",1
2926,"('doxylamine', 'neurologicals')",1
2927,"('doxylamine', 'temazepam')",1
2928,"('eddp', 'methamphetamine')",1
2929,"('methamphetamine', 'neurologicals')",1
2930,"('methamphetamine', 'temazepam')",1
2931,"('neurologicals', 'nordiazapam')",1
2932,"('neurologicals', 'temazepam')",1
2933,"('nordiazapam', 'sertraline')",1
2934,"('sertraline', 'temazepam')",1
2935,"('6_mam', 'norsertraline')",1
2936,"('amphetamines', 'norsertraline')",1
2937,"('cardiovascular', 'norsertraline')",1
2938,"('codeine', 'norsertraline')",1
2939,"('diltiazem', 'norsertraline')",1
2940,"('heroin_from_combo', 'norsertraline')",1
2941,"('methamphetamine', 'norsertraline')",1
2942,"('morphine', 'norsertraline')",1
2943,"('antihistamines', 'diazepam')",1
2944,"('antihistamines', 'phenylpropanolamine')",1
2945,"('cardiovascular', 'diazepam')",1
2946,"('cardiovascular', 'phenylpropanolamine')",1
2947,"('diazepam', 'doxylamine')",1
2948,"('diazepam', 'hydroxyzine')",1
2949,"('diazepam', 'metoprolol')",1
2950,"('diazepam', 'phenylpropanolamine')",1
2951,"('doxylamine', 'phenylpropanolamine')",1
2952,"('hydroxyzine', 'phenylpropanolamine')",1
2953,"('metoprolol', 'phenylpropanolamine')",1
2954,"('7aminoclonazepam', 'ephedrine')",1
2955,"('ephedrine', 'mdma')",1
2956,"('ephedrine', 'quetiapine')",1
2957,"('metoprolol', 'norfentanyl')",1
2958,"('cocaine', 'doxylamine')",1
2959,"('doxylamine', 'mda')",1
2960,"('amphetamine', 'antipsycotics')",1
2961,"('amphetamine', 'quetiapine')",1
2962,"('analgesics', 'cocaethylene')",1
2963,"('analgesics', 'glucose')",1
2964,"('analgesics', 'thc')",1
2965,"('anticonvulsants', 'cocaethylene')",1
2966,"('antidepressants', 'cocaethylene')",1
2967,"('carboxy_thc', 'cocaethylene')",1
2968,"('carboxy_thc', 'glucose')",1
2969,"('carboxy_thc', 'miscellaneous')",1
2970,"('carboxy_thc', 'tramadol')",1
2971,"('carboxy_thc', 'tramadol_aggregate')",1
2972,"('cocaethylene', 'dextromethorphan')",1
2973,"('cocaethylene', 'gabapentin')",1
2974,"('cocaethylene', 'glucose')",1
2975,"('cocaethylene', 'otc_cold_remedies')",1
2976,"('cocaethylene', 'oxymorphone')",1
2977,"('cocaethylene', 'paroxetine')",1
2978,"('cocaethylene', 'tramadol')",1
2979,"('cocaethylene', 'tramadol_aggregate')",1
2980,"('gabapentin', 'glucose')",1
2981,"('gabapentin', 'thc')",1
2982,"('gabapentin', 'thc_cooh')",1
2983,"('glucose', 'lorazepam')",1
2984,"('glucose', 'thc')",1
2985,"('glucose', 'thc_aggregate')",1
2986,"('glucose', 'thc_cooh')",1
2987,"('lorazepam', 'paroxetine')",1
2988,"('thc', 'tramadol')",1
2989,"('thc', 'tramadol_aggregate')",1
2990,"('thc_cooh', 'tramadol')",1
2991,"('thc_cooh', 'tramadol_aggregate')",1
2992,"('6_mam', 'cyclobenzaprine')",1
2993,"('alprazolam', 'cyclobenzaprine')",1
2994,"('codeine', 'cyclobenzaprine')",1
2995,"('cyclobenzaprine', 'heroin_from_combo')",1
2996,"('cyclobenzaprine', 'morphine')",1
2997,"('gabapentin', 'opiates')",1
2998,"('gabapentin', 'aohalprazolam')",1
2999,"('dextromethorphan', 'dihydrocodeine')",1
3000,"('dihydrocodeine', 'gastrointestionals')",1
3001,"('dihydrocodeine', 'glucose')",1
3002,"('dihydrocodeine', 'miscellaneous')",1
3003,"('dihydrocodeine', 'narcotics')",1
3004,"('dihydrocodeine', 'otc_cold_remedies')",1
3005,"('dihydrocodeine', 'oxazepam')",1
3006,"('dihydrocodeine', 'oxcarbazepine')",1
3007,"('dihydrocodeine', 'paroxetine')",1
3008,"('dihydrocodeine', 'promethazine')",1
3009,"('eddp', 'glucose')",1
3010,"('gastrointestionals', 'glucose')",1
3011,"('gastrointestionals', 'narcotics')",1
3012,"('glucose', 'narcotics')",1
3013,"('glucose', 'nordiazapam')",1
3014,"('glucose', 'oxazepam')",1
3015,"('glucose', 'oxcarbazepine')",1
3016,"('glucose', 'promethazine')",1
3017,"('hydrocodone', 'narcotics')",1
3018,"('hydromorphone', 'narcotics')",1
3019,"('narcotics', 'oxcarbazepine')",1
3020,"('narcotics', 'promethazine')",1
3021,"('oxazepam', 'oxcarbazepine')",1
3022,"('analgesics', 'cocaine')",1
3023,"('analgesics', 'codeine')",1
3024,"('analgesics', 'heroin_from_combo')",1
3025,"('analgesics', 'mda')",1
3026,"('cocaine', 'gabapentin')",1
3027,"('gabapentin', 'mda')",1
3028,"('gabapentin', 'metoprolol')",1
3029,"('antihistamines', 'barbituates')",1
3030,"('antihistamines', 'fluoxetine')",1
3031,"('antihistamines', 'glucose')",1
3032,"('antihistamines', 'miscellaneous')",1
3033,"('barbituates', 'cardiovascular')",1
3034,"('barbituates', 'hydroxyzine')",1
3035,"('barbituates', 'metoprolol')",1
3036,"('barbituates', 'norbuprenorphine')",1
3037,"('buprenorphine', 'glucose')",1
3038,"('cardiovascular', 'glucose')",1
3039,"('fluoxetine', 'hydroxyzine')",1
3040,"('fluoxetine', 'norbuprenorphine')",1
3041,"('glucose', 'hydroxyzine')",1
3042,"('glucose', 'metoprolol')",1
3043,"('glucose', 'norbuprenorphine')",1
3044,"('hydroxyzine', 'miscellaneous')",1
3045,"('miscellaneous', 'norbuprenorphine')",1
3046,"('norbuprenorphine', 'stimulants')",1
3047,"('alcohols', 'alphahydroxyalprazolam')",1
3048,"('alcohols', 'amitriptyline')",1
3049,"('alcohols', 'oxazepam')",1
3050,"('alphahydroxyalprazolam', 'ethanol')",1
3051,"('amitriptyline', 'ethanol')",1
3052,"('ethanol', 'oxazepam')",1
3053,"('fentanyl', 'narcotics')",1
3054,"('fentanyl', 'oxazepam')",1
3055,"('cyclobenzaprine', 'fentanyl')",1
3056,"('cyclobenzaprine', 'norfentanyl')",1
3057,"('barbituates', 'norfentanyl')",1
3058,"('fentanyl', 'glucose')",1
